MedDRA Code	PT	SOC
10052693	Transurethral bladder resection	Surgical and medical procedures
10056416	Bladder neck operation	Surgical and medical procedures
10057008	Cystoprostatectomy	Surgical and medical procedures
10058850	Bladder lesion excision	Surgical and medical procedures
10060913	Cystostomy closure	Surgical and medical procedures
10061559	Bladder sphincterectomy	Surgical and medical procedures
10061699	Bladder operation	Surgical and medical procedures
10063583	Bladder polypectomy	Surgical and medical procedures
10064256	Cystocele repair	Surgical and medical procedures
10064272	Bladder neoplasm surgery	Surgical and medical procedures
10065909	Bladder ablation	Surgical and medical procedures
10066923	Bladder hydrodistension	Surgical and medical procedures
10070465	Radical cystectomy	Surgical and medical procedures
10070466	Partial cystectomy	Surgical and medical procedures
10071009	Vesicourethral anastomosis	Surgical and medical procedures
10072199	Bladder instillation procedure	Surgical and medical procedures
10073330	Bladder denervation procedure	Surgical and medical procedures
10075996	Neobladder surgery	Surgical and medical procedures
10077310	Bladder training	Surgical and medical procedures
10079992	Urinary bladder suspension	Surgical and medical procedures
10080771	Intravesical immunotherapy	Surgical and medical procedures
10006080	Brachytherapy to bladder	Surgical and medical procedures
10014434	Electron radiation therapy to bladder	Surgical and medical procedures
10017674	Gamma radiation therapy to bladder	Surgical and medical procedures
10034946	Photon radiation therapy to bladder	Surgical and medical procedures
10048196	X-ray therapy to bladder	Surgical and medical procedures
10061546	Radiotherapy to urinary bladder	Surgical and medical procedures
10018875	Haemodialysis	Surgical and medical procedures
10020525	Hydronephrosis repair	Surgical and medical procedures
10023395	Kidney anastomosis	Surgical and medical procedures
10029116	Nephrectomy	Surgical and medical procedures
10029157	Nephroplasty	Surgical and medical procedures
10034660	Peritoneal dialysis	Surgical and medical procedures
10037607	Pyeloplasty	Surgical and medical procedures
10038345	Removal of renal transplant	Surgical and medical procedures
10038425	Renal cyst excision	Surgical and medical procedures
10038477	Renal lesion excision	Surgical and medical procedures
10038528	Renal stone removal	Surgical and medical procedures
10038533	Renal transplant	Surgical and medical procedures
10038542	Renal tumour excision	Surgical and medical procedures
10050001	Nephrostomy	Surgical and medical procedures
10051061	Renal surgery	Surgical and medical procedures
10051492	Pyelotomy	Surgical and medical procedures
10053292	Renal revascularisation surgery	Surgical and medical procedures
10053293	Nephroureterectomy	Surgical and medical procedures
10059015	Dialysis device insertion	Surgical and medical procedures
10061105	Dialysis	Surgical and medical procedures
10063171	Nephropexy	Surgical and medical procedures
10063710	Kidney ablation	Surgical and medical procedures
10065438	Radiotherapy to kidney	Surgical and medical procedures
10066338	Continuous haemodiafiltration	Surgical and medical procedures
10067699	Nephrostomy tube removal	Surgical and medical procedures
10071442	Renal lithiasis prophylaxis	Surgical and medical procedures
10072137	Nephroprotective therapy	Surgical and medical procedures
10074746	Renal replacement therapy	Surgical and medical procedures
10076756	Renal cyst aspiration	Surgical and medical procedures
10081383	Renal disorder prophylaxis	Surgical and medical procedures
10005024	Bladder catheter permanent	Surgical and medical procedures
10005025	Bladder catheter removal	Surgical and medical procedures
10005026	Bladder catheter replacement	Surgical and medical procedures
10005027	Bladder catheter temporary	Surgical and medical procedures
10005028	Bladder catheterisation	Surgical and medical procedures
10046389	Ureterectomy	Surgical and medical procedures
10046391	Ureteric calculus removal	Surgical and medical procedures
10046410	Ureteric repair	Surgical and medical procedures
10046412	Ureterolithotomy	Surgical and medical procedures
10046713	Urostomy	Surgical and medical procedures
10050307	Ureteral stent insertion	Surgical and medical procedures
10052275	Ureteral stent removal	Surgical and medical procedures
10052686	Ureteroneocystostomy	Surgical and medical procedures
10052687	Ureterocelectomy	Surgical and medical procedures
10052688	Ureteral meatotomy	Surgical and medical procedures
10052689	Ureteral catheterisation	Surgical and medical procedures
10062222	Ureteric operation	Surgical and medical procedures
10064047	Vesicoureteral reflux surgery	Surgical and medical procedures
10064701	Ureterolysis procedure	Surgical and medical procedures
10066895	Ureteropyelostomy	Surgical and medical procedures
10069105	Urostomy closure	Surgical and medical procedures
10074338	Ureter dilation procedure	Surgical and medical procedures
10080784	Ureteral replacement	Surgical and medical procedures
10081292	Endoscopic subureteral transurethral injection	Surgical and medical procedures
10046438	Urethral caruncle removal	Surgical and medical procedures
10046457	Urethral meatotomy	Surgical and medical procedures
10046463	Urethral repair	Surgical and medical procedures
10049173	Urethrotomy	Surgical and medical procedures
10053491	Artificial urinary sphincter implant	Surgical and medical procedures
10057203	Urethral dilation procedure	Surgical and medical procedures
10058111	Urethral stent insertion	Surgical and medical procedures
10062224	Urethral operation	Surgical and medical procedures
10066000	Urethral bulking agent injection	Surgical and medical procedures
10069947	Urethral stent removal	Surgical and medical procedures
10070680	Urethrectomy	Surgical and medical procedures
10075874	Urethral prosthesis removal	Surgical and medical procedures
10081774	Urethral calculus removal	Surgical and medical procedures
10083355	Artificial urinary sphincter removal	Surgical and medical procedures
10038572	Repair of urinary tract injuries	Surgical and medical procedures
10057611	Urinary tract operation	Surgical and medical procedures
10058385	Urogenital fistula repair	Surgical and medical procedures
10066003	Urinary control neurostimulator implantation	Surgical and medical procedures
10066008	Urinary calculus removal	Surgical and medical procedures
10068926	Pelvic floor stimulation	Surgical and medical procedures
10073538	Urinary incontinence surgery	Surgical and medical procedures
10076236	Urine alkalinisation therapy	Surgical and medical procedures
10081394	Urinary tract disorder prophylaxis	Surgical and medical procedures
10006439	Bronchial lesion excision	Surgical and medical procedures
10024741	Lung lobectomy	Surgical and medical procedures
10025127	Lung transplant	Surgical and medical procedures
10035663	Pneumonectomy	Surgical and medical procedures
10051476	Pneumocentesis	Surgical and medical procedures
10052751	Bronchial prosthesis insertion	Surgical and medical procedures
10052961	Physiotherapy chest	Surgical and medical procedures
10055120	Antitussive therapy	Surgical and medical procedures
10057334	Lung cyst removal	Surgical and medical procedures
10062043	Lung operation	Surgical and medical procedures
10063608	Bronchial fistula repair	Surgical and medical procedures
10063611	Lung neoplasm surgery	Surgical and medical procedures
10063653	Bronchoplasty	Surgical and medical procedures
10066321	Bronchial anastomosis	Surgical and medical procedures
10067849	Lung volume reduction surgery	Surgical and medical procedures
10067851	Endobronchial valve implantation	Surgical and medical procedures
10074363	Airway secretion clearance therapy	Surgical and medical procedures
10074372	Positive expiratory pressure therapy	Surgical and medical procedures
10075270	Pulmonary bullectomy	Surgical and medical procedures
10076908	Bronchotomy	Surgical and medical procedures
10077488	Pulmonary resection	Surgical and medical procedures
10082527	Lung assist device therapy	Surgical and medical procedures
10084618	Bronchoscopic lung volume reduction	Surgical and medical procedures
10039116	Rib excision	Surgical and medical procedures
10042016	Sternal wiring	Surgical and medical procedures
10043484	Thoracoplasty	Surgical and medical procedures
10043491	Thoracotomy	Surgical and medical procedures
10050522	Chest tube insertion	Surgical and medical procedures
10051501	Sternotomy	Surgical and medical procedures
10052703	Thoracic operation	Surgical and medical procedures
10052704	Thoracic outlet surgery	Surgical and medical procedures
10053306	Retrosternal fluid evacuation	Surgical and medical procedures
10053975	Thoracic cavity drainage	Surgical and medical procedures
10056583	Mediastinal operation	Surgical and medical procedures
10061759	Chest wall operation	Surgical and medical procedures
10067099	Sternal stabilisation	Surgical and medical procedures
10069491	Thoracic cavity lavage	Surgical and medical procedures
10071381	Chest tube removal	Surgical and medical procedures
10076588	Radiotherapy to mediastinum	Surgical and medical procedures
10080755	Chest wall resection	Surgical and medical procedures
10083261	Chest wall prosthesis insertion	Surgical and medical procedures
10019913	Hernia diaphragmatic repair	Surgical and medical procedures
10019915	Hernia hiatus repair	Surgical and medical procedures
10061817	Diaphragmatic operation	Surgical and medical procedures
10076635	Repair of diaphragm injury	Surgical and medical procedures
10079721	Diaphragmatic pacemaker insertion	Surgical and medical procedures
10006085	Brachytherapy to lung	Surgical and medical procedures
10014440	Electron radiation therapy to lung	Surgical and medical procedures
10017680	Gamma radiation therapy to lung	Surgical and medical procedures
10034952	Photon radiation therapy to lung	Surgical and medical procedures
10048202	X-ray therapy to lung	Surgical and medical procedures
10061543	Radiotherapy to lung	Surgical and medical procedures
10035617	Pleurectomy	Surgical and medical procedures
10035625	Pleurodesis	Surgical and medical procedures
10062086	Pleural operation	Surgical and medical procedures
10066322	Pleural decortication	Surgical and medical procedures
10066784	Pleural tenting	Surgical and medical procedures
10075191	Pneumonolysis	Surgical and medical procedures
10014445	Electron radiation to pleura	Surgical and medical procedures
10017682	Gamma radiation therapy to pleura	Surgical and medical procedures
10023079	Isotope therapy to pleura	Surgical and medical procedures
10034954	Photon radiation therapy to pleura	Surgical and medical procedures
10048204	X-ray therapy to pleura	Surgical and medical procedures
10058077	Radiotherapy to pleura	Surgical and medical procedures
10044290	Tracheal lesion excision	Surgical and medical procedures
10044298	Tracheal plastic repair	Surgical and medical procedures
10044320	Tracheostomy	Surgical and medical procedures
10044324	Tracheostomy tube removal	Surgical and medical procedures
10052696	Tracheal fistula repair	Surgical and medical procedures
10062213	Tracheal operation	Surgical and medical procedures
10067205	Mini-tracheostomy	Surgical and medical procedures
10067450	Endotracheal intubation	Surgical and medical procedures
10069120	Tracheobronchial stent insertion	Surgical and medical procedures
10072786	Tracheo-oesophageal puncture	Surgical and medical procedures
10073285	Tracheobronchial stent removal	Surgical and medical procedures
10073858	Tracheostomy closure	Surgical and medical procedures
10078159	Tracheal dilation procedure	Surgical and medical procedures
10078791	Tracheal resection	Surgical and medical procedures
10082965	Carinaplasty	Surgical and medical procedures
10052934	Continuous positive airway pressure	Surgical and medical procedures
10052959	Intermittent positive pressure breathing	Surgical and medical procedures
10052984	Laryngotracheal operation	Surgical and medical procedures
10053340	Rhinitis prophylaxis	Surgical and medical procedures
10054927	Prophylaxis against bronchospasm	Surgical and medical procedures
10054933	Neonatal respiratory distress syndrome prophylaxis	Surgical and medical procedures
10056353	Wean from ventilator	Surgical and medical procedures
10057480	Hyperbaric oxygen therapy	Surgical and medical procedures
10059390	Removal of foreign body from respiratory tract	Surgical and medical procedures
10059828	Respiratory therapy	Surgical and medical procedures
10059883	Fraction of inspired oxygen	Surgical and medical procedures
10059890	Positive end-expiratory pressure	Surgical and medical procedures
10064530	Bilevel positive airway pressure	Surgical and medical procedures
10066654	Asthma prophylaxis	Surgical and medical procedures
10067221	Mechanical ventilation	Surgical and medical procedures
10067449	Airway patency oesophageal device	Surgical and medical procedures
10072425	Incentive spirometry	Surgical and medical procedures
10074549	Cystic fibrosis respiratory infection suppression	Surgical and medical procedures
10077088	Laryngeal mask airway insertion	Surgical and medical procedures
10078328	Adaptive servo-ventilation	Surgical and medical procedures
10078798	Oxygen therapy	Surgical and medical procedures
10081227	Airway patency device insertion	Surgical and medical procedures
10081381	Respiratory disorder prophylaxis	Surgical and medical procedures
10082082	Respiratory tract operation	Surgical and medical procedures
10082223	Automatic positive airway pressure	Surgical and medical procedures
10083350	Nasopharyngeal aspiration	Surgical and medical procedures
10034017	Paronychia drainage	Surgical and medical procedures
10047884	Wedge resection toenail	Surgical and medical procedures
10062208	Nail operation	Surgical and medical procedures
10073236	Matrixectomy	Surgical and medical procedures
10006702	Burn debridement	Surgical and medical procedures
10006703	Burn dressing	Surgical and medical procedures
10006770	Burn operation	Surgical and medical procedures
10012364	Depilation	Surgical and medical procedures
10012423	Dermabrasion	Surgical and medical procedures
10035047	Pilonidal sinus repair	Surgical and medical procedures
10038337	Removal of inert matter from skin or subcutaneous tissue	Surgical and medical procedures
10042655	Sweat gland excision	Surgical and medical procedures
10052608	Skin cosmetic procedure	Surgical and medical procedures
10052946	Dermatofibroma removal	Surgical and medical procedures
10053062	Escharotomy	Surgical and medical procedures
10062251	Skin operation	Surgical and medical procedures
10064836	Micrographic skin surgery	Surgical and medical procedures
10064840	Chemical peel of skin	Surgical and medical procedures
10065267	Electrodesiccation	Surgical and medical procedures
10065688	Therapeutic skin care topical	Surgical and medical procedures
10066596	Dry skin prophylaxis	Surgical and medical procedures
10070473	Skin cryotherapy	Surgical and medical procedures
10072142	Permanent cosmetic dermapigmentation	Surgical and medical procedures
10072349	Dermal filler injection	Surgical and medical procedures
10074186	Tissue expansion procedure	Surgical and medical procedures
10080861	Lipolysis procedure	Surgical and medical procedures
10080878	Dermal sinus excision	Surgical and medical procedures
10081391	Skin disorder prophylaxis	Surgical and medical procedures
10081689	Wet wrap therapy	Surgical and medical procedures
10082250	Subcision	Surgical and medical procedures
10084794	Topical product occlusive therapy	Surgical and medical procedures
10019051	Hair transplant	Surgical and medical procedures
10040861	Skin hair bearing graft	Surgical and medical procedures
10062247	Skin graft	Surgical and medical procedures
10072067	Artificial skin graft	Surgical and medical procedures
10002665	Antabuse implant	Surgical and medical procedures
10053845	Skin implant removal	Surgical and medical procedures
10061821	Drug implantation	Surgical and medical procedures
10062248	Skin implant	Surgical and medical procedures
10014988	Epidermoid cyst excision	Surgical and medical procedures
10027805	Mole excision	Surgical and medical procedures
10033714	Papilloma excision	Surgical and medical procedures
10039583	Scar excision	Surgical and medical procedures
10039779	Sebaceous cyst excision	Surgical and medical procedures
10040819	Skin cyst excision	Surgical and medical procedures
10040944	Skin ulcer excision	Surgical and medical procedures
10043145	Tattoo excision	Surgical and medical procedures
10056875	Acrochordon excision	Surgical and medical procedures
10059443	Skin neoplasm excision	Surgical and medical procedures
10080131	Skin lesion removal	Surgical and medical procedures
10006090	Brachytherapy to skin	Surgical and medical procedures
10014443	Electron radiation therapy to skin	Surgical and medical procedures
10017684	Gamma radiation therapy to skin	Surgical and medical procedures
10034956	Photon radiation therapy to skin	Surgical and medical procedures
10048206	X-ray therapy to skin	Surgical and medical procedures
10061545	Radiotherapy to skin	Surgical and medical procedures
10006807	Bursa removal	Surgical and medical procedures
10013873	Dupuytren's contracture operation	Surgical and medical procedures
10016223	Fascia release	Surgical and medical procedures
10016227	Fasciectomy	Surgical and medical procedures
10016237	Fasciotomy	Surgical and medical procedures
10058386	Bursal operation	Surgical and medical procedures
10061856	Fascial operation	Surgical and medical procedures
10075830	Clostridial collagenase procedure	Surgical and medical procedures
10028312	Muscle incision	Surgical and medical procedures
10028317	Muscle lesion excision	Surgical and medical procedures
10028325	Muscle reattachment	Surgical and medical procedures
10028329	Muscle release	Surgical and medical procedures
10028340	Muscle suture	Surgical and medical procedures
10028523	Myectomy	Surgical and medical procedures
10051466	Myoplasty	Surgical and medical procedures
10052969	Muscle electrostimulation therapy	Surgical and medical procedures
10057608	Muscle graft	Surgical and medical procedures
10058909	Muscle relaxant therapy	Surgical and medical procedures
10062206	Muscle operation	Surgical and medical procedures
10066878	Muscle flap operation	Surgical and medical procedures
10067670	Muscle building therapy	Surgical and medical procedures
10077309	Pelvic floor muscle training	Surgical and medical procedures
10043250	Tendon sheath incision	Surgical and medical procedures
10043251	Tendon sheath lesion excision	Surgical and medical procedures
10043253	Tendon transfer	Surgical and medical procedures
10043259	Tenorrhaphy	Surgical and medical procedures
10043263	Tenotomy	Surgical and medical procedures
10062121	Tendon operation	Surgical and medical procedures
10062318	Tenodesis	Surgical and medical procedures
10065570	Tenolysis	Surgical and medical procedures
10066007	Tendon graft	Surgical and medical procedures
10069102	Tenonectomy	Surgical and medical procedures
10077558	Tenoplasty	Surgical and medical procedures
10052913	Cartilage operation	Surgical and medical procedures
10052914	Chondrectomy	Surgical and medical procedures
10053070	Ecchondroma surgery	Surgical and medical procedures
10064112	Cartilage graft	Surgical and medical procedures
10065021	Chondroplasty	Surgical and medical procedures
10052877	Brachytherapy to soft tissue	Surgical and medical procedures
10052878	Electron radiation therapy to soft tissue	Surgical and medical procedures
10052879	Gamma radiation therapy to soft tissue	Surgical and medical procedures
10052880	Photon radiation therapy to soft tissue	Surgical and medical procedures
10052882	X-ray therapy to soft tissue	Surgical and medical procedures
10062096	Radiotherapy to soft tissue	Surgical and medical procedures
10024614	Lipoma excision	Surgical and medical procedures
10048701	Liposuction	Surgical and medical procedures
10056588	Lipectomy	Surgical and medical procedures
10062068	Perineal operation	Surgical and medical procedures
10067832	Mesotherapy	Surgical and medical procedures
10069750	Hydrolipoclasy	Surgical and medical procedures
10070287	Mucocutaneous flap operation	Surgical and medical procedures
10072153	Lipoinjection	Surgical and medical procedures
10072998	Soft tissue flap operation	Surgical and medical procedures
10082729	Soft tissue excision	Surgical and medical procedures
10015011	Epidural anaesthesia	Surgical and medical procedures
10018060	General anaesthesia	Surgical and medical procedures
10021723	Induction and maintenance of anaesthesia	Surgical and medical procedures
10021724	Induction of anaesthesia	Surgical and medical procedures
10021945	Infiltration anaesthesia	Surgical and medical procedures
10024458	Light anaesthesia	Surgical and medical procedures
10024758	Local anaesthesia	Surgical and medical procedures
10025445	Maintenance of anaesthesia	Surgical and medical procedures
10029173	Nerve block	Surgical and medical procedures
10041536	Spinal anaesthesia	Surgical and medical procedures
10050293	Reversal of sedation	Surgical and medical procedures
10052018	Facet joint block	Surgical and medical procedures
10054891	Epidural analgesia	Surgical and medical procedures
10057285	Neuromuscular blocking therapy	Surgical and medical procedures
10057286	Neuromuscular blockade reversal	Surgical and medical procedures
10057616	Anaesthesia reversal	Surgical and medical procedures
10058073	Anaesthetic premedication	Surgical and medical procedures
10059251	Hypotensive anaesthesia procedure	Surgical and medical procedures
10059283	Sedative therapy	Surgical and medical procedures
10067174	Epidural test dose	Surgical and medical procedures
10067564	Anaesthesia procedure	Surgical and medical procedures
10078542	Dental local anaesthesia	Surgical and medical procedures
10082730	Transversus abdominis plane block	Surgical and medical procedures
10084289	Palliative sedation	Surgical and medical procedures
10033484	Pain prophylaxis	Surgical and medical procedures
10036276	Postoperative analgesia	Surgical and medical procedures
10053469	Analgesic therapy	Surgical and medical procedures
10054799	Perioperative analgesia	Surgical and medical procedures
10055034	Epidural blood patch	Surgical and medical procedures
10056350	Pain management	Surgical and medical procedures
10061631	Analgesic intervention supportive therapy	Surgical and medical procedures
10025494	Malaria prophylaxis	Surgical and medical procedures
10049085	Antifungal prophylaxis	Surgical and medical procedures
10049087	Antiviral prophylaxis	Surgical and medical procedures
10049924	Infection prophylaxis	Surgical and medical procedures
10054925	Prophylaxis against HIV infection	Surgical and medical procedures
10058316	Anti-infective therapy	Surgical and medical procedures
10064736	Antibiotic prophylaxis	Surgical and medical procedures
10066653	Toxoplasmosis prophylaxis	Surgical and medical procedures
10066696	Opportunistic infection prophylaxis	Surgical and medical procedures
10066698	Parasitic infection prophylaxis	Surgical and medical procedures
10066700	Prophylaxis urinary tract infection	Surgical and medical procedures
10067326	Antiretroviral therapy	Surgical and medical procedures
10067768	Antibiotic therapy	Surgical and medical procedures
10068723	Antifungal treatment	Surgical and medical procedures
10068724	Antiviral treatment	Surgical and medical procedures
10073712	Prophylaxis of vaginal flora imbalance	Surgical and medical procedures
10084458	COVID-19 prophylaxis	Surgical and medical procedures
10084460	COVID-19 treatment	Surgical and medical procedures
10025250	Lymphocyte adoptive therapy	Surgical and medical procedures
10065444	Radiosensitisation therapy	Surgical and medical procedures
10077436	Tumour treating fields therapy	Surgical and medical procedures
10008444	Chemotherapy cardiotoxicity attenuation	Surgical and medical procedures
10008452	Chemotherapy multiple agents systemic	Surgical and medical procedures
10008453	Chemotherapy neurotoxicity attenuation	Surgical and medical procedures
10008456	Chemotherapy single agent systemic	Surgical and medical procedures
10008457	Chemotherapy urothelial toxicity attenuation	Surgical and medical procedures
10036895	Prophylactic chemotherapy	Surgical and medical procedures
10048540	Chemotherapy extravasation management	Surgical and medical procedures
10061758	Chemotherapy	Surgical and medical procedures
10069569	Regional chemotherapy	Surgical and medical procedures
10072806	Chemotherapy toxicity attenuation	Surgical and medical procedures
10077345	Immunochemotherapy	Surgical and medical procedures
10080557	Hyperthermic chemotherapy	Surgical and medical procedures
10001799	Alpha interferon therapy	Surgical and medical procedures
10004504	Beta interferon therapy	Surgical and medical procedures
10010014	Colony stimulating factor therapy	Surgical and medical procedures
10017672	Gamma interferon therapy	Surgical and medical procedures
10022539	Interleukin therapy	Surgical and medical procedures
10049092	Chemotherapy cytokine prophylaxis	Surgical and medical procedures
10074456	Interferon therapy	Surgical and medical procedures
10015571	Ex vivo gene therapy	Surgical and medical procedures
10062659	In vivo gene therapy	Surgical and medical procedures
10021430	Immunisation	Surgical and medical procedures
10054129	Diphtheria immunisation	Surgical and medical procedures
10054130	Hepatitis B immunisation	Surgical and medical procedures
10054131	Tetanus immunisation	Surgical and medical procedures
10054175	Polio immunisation	Surgical and medical procedures
10059429	Influenza immunisation	Surgical and medical procedures
10063430	Hepatitis A immunisation	Surgical and medical procedures
10068354	Hepatitis immunisation	Surgical and medical procedures
10069518	Anthrax immunisation	Surgical and medical procedures
10069533	Haemophilus influenzae type b immunisation	Surgical and medical procedures
10069535	Japanese encephalitis immunisation	Surgical and medical procedures
10069537	Measles immunisation	Surgical and medical procedures
10069539	Mumps immunisation	Surgical and medical procedures
10069553	Rubella immunisation	Surgical and medical procedures
10069557	Smallpox immunisation	Surgical and medical procedures
10069573	Rabies immunisation	Surgical and medical procedures
10069577	Pertussis immunisation	Surgical and medical procedures
10069578	Pneumococcal immunisation	Surgical and medical procedures
10069613	Varicella immunisation	Surgical and medical procedures
10069614	Yellow fever immunisation	Surgical and medical procedures
10071088	Hepatitis D immunisation	Surgical and medical procedures
10071146	Human papilloma virus immunisation	Surgical and medical procedures
10072084	Tuberculosis immunisation	Surgical and medical procedures
10072247	Cytomegalovirus immunisation	Surgical and medical procedures
10072441	Clostridium difficile immunisation	Surgical and medical procedures
10076061	Meningococcal immunisation	Surgical and medical procedures
10076886	Rotavirus immunisation	Surgical and medical procedures
10077094	Tick-borne encephalitis immunisation	Surgical and medical procedures
10081824	Herpes zoster immunisation	Surgical and medical procedures
10083224	Cholera immunisation	Surgical and medical procedures
10083247	Dengue fever immunisation	Surgical and medical procedures
10083597	Malaria immunisation	Surgical and medical procedures
10084457	COVID-19 immunisation	Surgical and medical procedures
10000279	Abscess drainage	Surgical and medical procedures
10000646	Acupuncture	Surgical and medical procedures
10002222	Anaphylaxis treatment	Surgical and medical procedures
10002753	Anticachectic therapy	Surgical and medical procedures
10003103	Aromatherapy	Surgical and medical procedures
10003970	Bach's flower remedy	Surgical and medical procedures
10008534	Chiropractic	Surgical and medical procedures
10011483	Cryotherapy	Surgical and medical procedures
10011737	Cyst drainage	Surgical and medical procedures
10012762	Diathermy	Surgical and medical procedures
10014569	Empyema drainage	Surgical and medical procedures
10015894	Extubation	Surgical and medical procedures
10016258	Fatigue management	Surgical and medical procedures
10017410	Fulguration	Surgical and medical procedures
10018138	Genetic counselling	Surgical and medical procedures
10020363	Homeopathy	Surgical and medical procedures
10020532	Hydrotherapy	Surgical and medical procedures
10020585	Hypercalcaemia therapy	Surgical and medical procedures
10020846	Hyperthermia therapy	Surgical and medical procedures
10022519	Intensive care	Surgical and medical procedures
10024447	Life support	Surgical and medical procedures
10026871	Massage	Surgical and medical procedures
10027415	Metabolic abnormality management	Surgical and medical procedures
10034998	Physiotherapy	Surgical and medical procedures
10036500	Premedication	Surgical and medical procedures
10036892	Promotion of wound healing	Surgical and medical procedures
10038261	Reflexology	Surgical and medical procedures
10038290	Reinfusion	Surgical and medical procedures
10038309	Relaxation therapy	Surgical and medical procedures
10038749	Resuscitation	Surgical and medical procedures
10039004	Reversal of opiate activity	Surgical and medical procedures
10039493	Sarcoma excision	Surgical and medical procedures
10040990	Sleep disorder therapy	Surgical and medical procedures
10042011	Sterilisation reversal	Surgical and medical procedures
10042075	Stoma care	Surgical and medical procedures
10042609	Surgery	Surgical and medical procedures
10042640	Suture removal	Surgical and medical procedures
10048561	Stent placement	Surgical and medical procedures
10049269	Pelvic exenteration	Surgical and medical procedures
10049541	Antipyresis	Surgical and medical procedures
10049812	Medical device implantation	Surgical and medical procedures
10050079	Exeresis	Surgical and medical procedures
10050118	Bed rest	Surgical and medical procedures
10050119	Diadynamic electrotherapy	Surgical and medical procedures
10050206	Macrophage activation	Surgical and medical procedures
10050300	Weight control	Surgical and medical procedures
10050305	Cast application	Surgical and medical procedures
10050306	Cast removal	Surgical and medical procedures
10050325	Wound drainage	Surgical and medical procedures
10050498	Traction	Surgical and medical procedures
10050729	Self-medication	Surgical and medical procedures
10051405	Acupressure	Surgical and medical procedures
10051599	Diabetes mellitus management	Surgical and medical procedures
10051897	Promotion of peripheral circulation	Surgical and medical procedures
10052278	Renal and pancreas transplant	Surgical and medical procedures
10052279	Renal and liver transplant	Surgical and medical procedures
10052532	Incisional drainage	Surgical and medical procedures
10052616	Intraoperative care	Surgical and medical procedures
10052617	Postoperative care	Surgical and medical procedures
10052618	Preoperative care	Surgical and medical procedures
10052665	Suture insertion	Surgical and medical procedures
10052915	Catheter placement	Surgical and medical procedures
10052916	Catheter removal	Surgical and medical procedures
10052922	Chelation therapy	Surgical and medical procedures
10052938	Cyst removal	Surgical and medical procedures
10052966	Continuous passive motion machine therapy	Surgical and medical procedures
10052971	Medical device removal	Surgical and medical procedures
10052979	Lesion excision	Surgical and medical procedures
10052995	Injection	Surgical and medical procedures
10052996	Inhalation therapy	Surgical and medical procedures
10053073	Diuretic therapy	Surgical and medical procedures
10053077	Medicinal leech application	Surgical and medical procedures
10053175	Post procedural drainage	Surgical and medical procedures
10053308	Polypectomy	Surgical and medical procedures
10053312	Splint application	Surgical and medical procedures
10053315	Patient isolation	Surgical and medical procedures
10053316	Patient restraint	Surgical and medical procedures
10053323	Office visit	Surgical and medical procedures
10053324	Heat therapy	Surgical and medical procedures
10053325	Smoking cessation therapy	Surgical and medical procedures
10053435	Benign tumour excision	Surgical and medical procedures
10053465	Surgical stapling	Surgical and medical procedures
10053467	Antiinflammatory therapy	Surgical and medical procedures
10053501	Hemipelvectomy	Surgical and medical procedures
10053679	Ecouvillonage	Surgical and medical procedures
10053688	Kinesitherapy	Surgical and medical procedures
10053697	Fistula repair	Surgical and medical procedures
10053757	Therapeutic procedure	Surgical and medical procedures
10054018	Hemicorporectomy	Surgical and medical procedures
10054112	Hospitalisation	Surgical and medical procedures
10054825	Prosthesis implantation	Surgical and medical procedures
10054977	Electrolyte substitution therapy	Surgical and medical procedures
10054980	Immunosuppressant drug therapy	Surgical and medical procedures
10056269	Adhesiolysis	Surgical and medical procedures
10056553	Therapeutic aspiration	Surgical and medical procedures
10056585	Neonatal warming therapy	Surgical and medical procedures
10056587	Pelvic exploration	Surgical and medical procedures
10056589	Exploratory operation	Surgical and medical procedures
10056613	Incubator therapy	Surgical and medical procedures
10057374	Rehabilitation therapy	Surgical and medical procedures
10057647	Cytoreductive surgery	Surgical and medical procedures
10057677	Transplant	Surgical and medical procedures
10057679	Wound closure	Surgical and medical procedures
10058324	Therapeutic emesis	Surgical and medical procedures
10058368	Ergotherapy	Surgical and medical procedures
10058829	Elective surgery	Surgical and medical procedures
10058908	Aphrodisiac therapy	Surgical and medical procedures
10059108	Medical device change	Surgical and medical procedures
10059392	Removal of transplanted organ	Surgical and medical procedures
10059448	Chemocauterisation	Surgical and medical procedures
10059485	Therapeutic hypothermia	Surgical and medical procedures
10059513	Palliative care	Surgical and medical procedures
10060345	Infusion	Surgical and medical procedures
10061392	Tumour excision	Surgical and medical procedures
10061560	Mass excision	Surgical and medical procedures
10061814	Detoxification	Surgical and medical procedures
10061890	Organ transplant	Surgical and medical procedures
10061915	Prolapse repair	Surgical and medical procedures
10061987	Genitourinary operation	Surgical and medical procedures
10062039	Lithotripsy	Surgical and medical procedures
10062053	Manipulation	Surgical and medical procedures
10062082	Plastic surgery	Surgical and medical procedures
10062102	Removal of foreign body	Surgical and medical procedures
10062115	Stent removal	Surgical and medical procedures
10062116	Sterilisation	Surgical and medical procedures
10062749	Ultrasound therapy	Surgical and medical procedures
10062932	Wound treatment	Surgical and medical procedures
10063339	Phytotherapy	Surgical and medical procedures
10063370	Drug therapy	Surgical and medical procedures
10063371	Device therapy	Surgical and medical procedures
10063386	Photocoagulation	Surgical and medical procedures
10063404	Balneotherapy	Surgical and medical procedures
10063482	Medication dilution	Surgical and medical procedures
